131982121	13183605
131758652	5568411
133951498	5137521
132007946	4707168
133899028	4302994
131753738	3821016
133942302	2996821
134158100	2833674
133776660	2610127
133900574	2555552
131574558	2329408
201222704	2224536
133732874	1946638
133871646	1843972
133709588	1611007
131533360	1258541
131667988	1251014
133726474	1184898
134013450	1155554
131674644	1150789
131524638	1130178
131512340	1072308
131637514	1063600
131685396	892518
133754644	892393
131699230	854813
131547422	851485
133759242	846009
133766164	783567
133903626	732944
131489546	635916
133908234	597688
131966238	581454
133860638	567514
134193438	553680
131536402	490753
134173204	391165
131554836	357784
131704094	353983
133808916	353417
133886484	348718
200180498	328910
131515422	328310
132029716	322039
131976249	319044
133698590	314204
131960350	313445
131957268	271728
134168852	262921
133808404	248114
133765140	247009
133709332	242609
133717012	232067
134000394	227988
134172692	224451
201223225	222341
131480084	218014
131510794	212330
133720842	210294
133964062	206239
133715230	202855
131547678	202400
131614226	197309
131996446	193397
131455774	190135
134207506	189771
131455764	189695
131438876	185559
132021002	182334
131957002	178215
133881630	177723
131716156	171501
134120468	171036
134049298	168295
131546890	163624
133833226	162688
131716904	161046
131745042	157313
133914142	152017
131703306	150918
131758386	149217
131436574	147319
133757726	143289
131514634	142510
131975452	142465
132001566	141066
131986708	140272
131967498	139900
133785098	138205
131972362	137934
201222714	137090
134052902	136898
131690762	136068
131638814	134554
131621130	133039
134053394	131721
131679006	131615
133583923	127218
131573790	126408
133857546	122150
133750046	122109
131695370	121962
133889547	121852
131740938	119759
133787146	118284
133994260	117987
131736084	115828
131515924	115214
131694622	114948
133887754	114874
134149386	113954
131513610	113818
134182932	111059
131736094	111046
131746090	110797
132014100	108501
132002570	107785
131982653	107351
133806356	105917
133964554	105483
131432478	105033
131701524	104469
131705118	104398
131523860	103776
131457802	103553
133827358	101495
131530800	98118
131696148	97219
133920020	96770
133828116	96489
133729802	95992
133766420	95871
133775134	95826
133761556	94205
133822484	92292
131667722	91787
133902100	91490
133923594	90505
131687454	87667
131444500	86928
133897492	84836
132011284	84367
134128414	81854
133849866	78775
131644436	77638
132014858	76318
133760020	73589
131716412	73549
133702922	72611
131688714	72184
131736074	70578
133583933	70396
133920778	69763
131517982	68800
131751454	68259
133781012	66615
133772308	66331
131982643	65603
200186642	65035
131755284	64476
133999892	63774
131438397	63452
131666708	62877
131698974	62538
133703956	61896
133955860	61702
131700500	61566
134111774	60606
131693834	60500
133697310	60406
131555614	59440
134212905	59274
131621396	59228
131697182	58768
134132500	57162
133697812	56992
134150174	54306
132018699	54071
131535408	52689
131516446	52632
131724574	52284
133812756	51973
131516682	51734
134141726	50098
134065170	49102
131551262	47739
131993907	46931
133907220	46877
133605689	46569
133997332	46260
131975220	46217
131709991	46104
134101770	45901
133723156	45730
131553566	44740
133738004	44039
131985193	43658
131699210	43397
133725972	43381
131702302	43176
131705098	42462
131957780	42420
133764618	41954
131477524	41574
131488276	41532
131583536	41502
131633674	40156
131699476	40046
131696650	39621
133829908	39310
131985213	38799
131535890	38771
133744660	38748
131449098	38582
131667998	38079
133715210	37487
133964052	36482
131490846	36396
131957012	35445
131638302	35358
131520276	35354
131735582	34945
133745162	34859
200183334	34836
131660298	34228
134114058	34213
134123028	34074
131532336	33618
133913118	33558
131637258	33555
133581865	33001
131512084	32968
133833502	32928
133961482	32819
131980564	32676
133754654	32662
134017034	32616
134089246	32540
133922334	32435
133795339	32411
133799444	32228
131718204	32116
133956116	32013
133972766	31580
131699486	31515
133719050	31449
131724318	31437
133885204	31402
132038194	31367
134126098	31270
133866506	31011
133758218	30854
131966228	30805
133803018	30784
134100756	30603
131635486	30244
133961236	30119
133801236	30110
134115358	30018
131527690	29874
131745062	29722
131459860	29457
133810954	29383
131548682	29206
133809172	29155
133858058	29096
133922580	29010
131656222	28937
133958410	28879
133934868	28690
134129674	28532
133782026	28412
131496970	28170
133861918	28156
134176020	28090
131541012	27881
133946132	27876
133699860	27618
133789972	27497
132040970	27369
131642644	27363
133786910	27038
133828126	26957
131552788	26921
134083090	26840
133607737	26636
133932318	26554
133928458	26508
133824542	26458
134046482	26453
133979422	26400
133789470	26395
133869087	26260
133859594	26175
131708682	25891
131714610	25821
133606201	25716
134149406	25658
133702666	25462
133831700	25410
133852426	25342
131551764	25133
131696906	25039
131701012	24951
131448340	24860
133839370	24763
133917972	24461
133712660	24394
131969341	24335
133920266	24045
131538698	24028
134122014	23723
131433492	23582
133861652	23517
134190356	23404
133814538	22881
131752222	22747
133722654	22631
133820180	22434
131974676	22348
131455498	22160
133743882	22130
134102794	22104
131445780	22030
133840660	22004
131516692	21953
131700234	21910
131534098	21833
131707914	21646
134029588	21469
131997204	21423
131514890	21407
131973426	21384
131694090	21147
131540234	21035
133762846	21033
131518228	20924
133848586	20806
131991050	20777
133940244	20757
131672842	20696
131691550	20692
131666954	20451
131698698	20431
131751198	20379
134116382	20367
133766154	20126
131697940	20017
133872670	19941
133762836	19781
131957790	19701
133736980	19664
132044298	19609
131962388	19589
131462205	19533
131678986	19506
200179914	19483
131448330	19424
131552798	19322
133754634	19246
134012170	19097
131957524	19089
133796895	19071
133968394	19053
131445790	19035
133741598	19029
133700372	18966
134060306	18893
133832468	18848
131702026	18695
131607316	18631
131747338	18610
131514388	18610
131667466	18556
131437629	18522
133583667	18327
131751444	18193
133737758	17937
131694346	17918
132046878	17896
133708298	17887
131985459	17790
131532592	17614
131505428	17602
133735434	17555
131729930	17395
131986975	17329
134184222	17320
131724308	17216
131462186	17120
134129428	16771
133787156	16740
131754014	16708
131960586	16657
134154506	16637
131622164	16529
131616530	16519
131492618	16206
133722644	16145
134038546	16134
133877258	16057
133730324	16019
131700766	15855
131460106	15854
131448852	15786
133863454	15768
131742986	15697
134137630	15573
133712148	15533
131750174	15476
131716402	15476
131993908	15392
134022666	15369
134095646	15356
131730452	15270
131477780	15160
131513364	15125
131541278	15010
131526154	14898
131998228	14893
131738378	14830
133979934	14793
134113310	14642
133816586	14577
133790494	14507
133847562	14503
133871636	14499
131663636	14457
133714698	14453
131757332	14403
131980318	14346
131515402	14337
134088212	14184
131689738	13971
131978772	13891
133760010	13871
133924894	13857
131640596	13739
131988254	13702
200151050	13684
131517460	13604
133862686	13432
200184358	13331
134199070	13288
131714344	13285
133921822	13260
134208789	13223
133606713	13151
131995924	13074
131999774	13030
133834506	12912
134124062	12887
131985970	12832
131553290	12800
133773854	12616
131570186	12605
133893898	12604
131755294	12593
131703060	12543
134103060	12518
133902868	12483
131489310	12483
133858078	12467
134001694	12372
131748874	12351
131693854	12221
134182676	12196
131692820	12182
131749898	12141
134016532	12091
133948180	12034
133885982	12007
133829918	11973
133828884	11955
131619594	11895
133851934	11864
133980426	11863
134157066	11834
131981588	11764
131724810	11741
131484958	11672
131734814	11647
133974292	11636
131694602	11636
131512606	11630
200188693	11618
131983410	11604
131676426	11575
131494942	11525
131523870	11474
131555850	11464
131458078	11416
131985715	11351
133697034	11349
133761300	11329
133863700	11313
134141962	11247
131996426	11232
133770516	11204
131440944	11187
131860766	11167
133848862	11153
200181707	11144
133803540	11141
133739294	11078
131981342	11057
133853470	11038
131454750	11037
134003230	10970
133968404	10871
134030346	10842
131748884	10767
133918750	10754
131520030	10688
133733898	10660
133907732	10643
131759636	10528
133899541	10522
131473702	10362
133743646	10295
133848094	10271
131758130	10127
131518730	10074
131987466	10067
134120202	10058
131664916	10015
133579837	9991
133756426	9988
131961886	9914
131524106	9865
131697172	9805
131543828	9789
133740318	9783
133857812	9782
133695242	9755
131737108	9750
200156948	9732
133964810	9704
134108948	9657
133857034	9642
131466547	9621
131530544	9597
131502602	9592
133822228	9582
132027402	9581
133822474	9529
131534866	9478
131459338	9357
132001556	9252
134196766	9211
134109214	9151
131577362	9113
131547146	9093
133920542	9086
133868042	9078
131454740	9055
133748510	9039
132007454	9013
200174367	8991
133741578	8956
134169118	8847
131734292	8841
133922324	8792
133846794	8741
132015626	8712
133739806	8705
133810462	8675
133981726	8646
131518238	8593
131433502	8587
133905930	8587
131756308	8562
133756702	8519
131993098	8516
131974174	8484
133909278	8441
134120714	8383
133834014	8372
131620126	8352
133967626	8348
131692810	8320
133944842	8312
133711114	8296
131978250	8288
131662868	8276
131631626	8272
131498506	8272
131759370	8272
133825802	8272
131675166	8272
133840404	8272
133755422	8268
131683348	8266
131539978	8252
131702036	8240
134040850	8232
133790740	8228
133909002	8204
133931284	8199
132027166	8152
132027422	8149
134103818	8136
131520286	8079
131632138	8067
131449620	8059
134169886	8032
134171914	7994
131741460	7988
131756830	7979
131459594	7970
131750686	7946
134155028	7943
133795851	7817
133810452	7730
131994938	7693
131709458	7618
133856286	7529
133805322	7515
133848330	7496
131984936	7462
134131230	7451
131632650	7417
131437875	7404
133824286	7399
134096916	7388
134017812	7302
131504906	7295
131435540	7287
134012702	7283
134022430	7225
131967252	7210
133607738	7203
134097930	7202
131565342	7194
134081298	7168
134155540	7136
133754378	7117
131488266	7085
133846538	7053
131964190	7034
134020894	6992
131963166	6989
131973416	6974
131502100	6968
131549716	6949
131740948	6931
131731722	6921
131741470	6894
134046738	6888
133825546	6880
134049554	6871
131749662	6870
133740308	6836
131455518	6834
200171540	6794
133744414	6782
132007710	6698
131460116	6683
133826078	6659
133856010	6553
133800714	6536
131737118	6466
131664138	6456
134085130	6406
131540746	6386
131702814	6383
131997962	6381
133766174	6371
134130698	6367
131464508	6351
132024350	6350
131665940	6349
133750282	6311
131965972	6303
131567134	6288
133797899	6260
132034590	6242
133937428	6194
131744786	6162
131716648	6148
134169374	6100
133921556	6087
134121758	6084
131758396	6056
131986216	6044
132033044	6037
134119700	6033
133699594	6028
134096394	6023
131720754	6012
131531824	6008
200169994	5994
131459614	5942
131988490	5930
